"","sample.id","variable","value"
"3184","MKII-3.35",67.523,0.297466666666667
"3185","MKII-3.40",67.523,0.3626
"3224","MKII-2.90",77.34,0.652333333333333
"3225","MKII-2.95",77.34,0.741933333333333
"3226","MKII-3.0",77.34,0.348
"3227","MKII-3.05",77.34,0.6642
"3228","MKII-3.10",77.34,0.629
"3229","MKII-3.15",77.34,0.441363636363636
"3230","MKII-3.20",77.34,0.537933333333333
"3231","MKII-3.25",77.34,0.3248
"3232","MKII-3.30",77.34,0.677733333333333
"3233","MKII-3.35",77.34,0.388733333333333
"3234","MKII-3.40",77.34,0.4796
"3273","MKII-2.90",88.583,0.777066666666667
"3274","MKII-2.95",88.583,0.8836
"3275","MKII-3.0",88.583,0.427733333333333
"3276","MKII-3.05",88.583,0.828733333333333
"3277","MKII-3.10",88.583,0.7844
"3278","MKII-3.15",88.583,0.55
"3279","MKII-3.20",88.583,0.670066666666667
"3280","MKII-3.25",88.583,0.418133333333333
"3281","MKII-3.30",88.583,0.8662
"3282","MKII-3.35",88.583,0.518733333333333
"3283","MKII-3.40",88.583,0.6368
"3322","MKII-2.90",101.46,0.953333333333333
"3323","MKII-2.95",101.46,1.07993333333333
"3324","MKII-3.0",101.46,0.557666666666667
"3325","MKII-3.05",101.46,1.04313333333333
"3326","MKII-3.10",101.46,0.981933333333333
"3327","MKII-3.15",101.46,0.692545454545455
"3328","MKII-3.20",101.46,0.837733333333333
"3329","MKII-3.25",101.46,0.5572
"3330","MKII-3.30",101.46,1.09193333333333
"3331","MKII-3.35",101.46,0.707266666666667
"3332","MKII-3.40",101.46,0.837866666666667
"3371","MKII-2.90",116.21,1.18726666666667
"3372","MKII-2.95",116.21,1.3426
"3373","MKII-3.0",116.21,0.756933333333333
"3374","MKII-3.05",116.21,1.305
"3375","MKII-3.10",116.21,1.21786666666667
"3376","MKII-3.15",116.21,0.873636363636364
"3377","MKII-3.20",116.21,1.04813333333333
"3378","MKII-3.25",116.21,0.755333333333333
"3379","MKII-3.30",116.21,1.35146666666667
"3380","MKII-3.35",116.21,0.9722
"3381","MKII-3.40",116.21,1.0804
"3420","MKII-2.90",133.103,1.57786666666667
"3421","MKII-2.95",133.103,1.762
"3422","MKII-3.0",133.103,1.0662
"3423","MKII-3.05",133.103,1.72693333333333
"3424","MKII-3.10",133.103,1.59433333333333
"3425","MKII-3.15",133.103,1.17936363636364
"3426","MKII-3.20",133.103,1.38333333333333
"3427","MKII-3.25",133.103,1.08833333333333
"3428","MKII-3.30",133.103,1.75533333333333
"3429","MKII-3.35",133.103,1.3808
"3430","MKII-3.40",133.103,1.4798
"3469","MKII-2.90",152.453,2.18326666666667
"3470","MKII-2.95",152.453,2.39506666666667
"3471","MKII-3.0",152.453,1.5412
"3472","MKII-3.05",152.453,2.35286666666667
"3473","MKII-3.10",152.453,2.1482
"3474","MKII-3.15",152.453,1.66027272727273
"3475","MKII-3.20",152.453,1.8938
"3476","MKII-3.25",152.453,1.62986666666667
"3477","MKII-3.30",152.453,2.356
"3478","MKII-3.35",152.453,2.00433333333333
"3479","MKII-3.40",152.453,2.09646666666667
"3518","MKII-2.90",174.616,3.04973333333333
"3519","MKII-2.95",174.616,3.27013333333333
"3520","MKII-3.0",174.616,2.22913333333333
"3521","MKII-3.05",174.616,3.19206666666667
"3522","MKII-3.10",174.616,2.88066666666667
"3523","MKII-3.15",174.616,2.35272727272727
"3524","MKII-3.20",174.616,2.60986666666667
"3525","MKII-3.25",174.616,2.4392
"3526","MKII-3.30",174.616,3.17413333333333
"3527","MKII-3.35",174.616,2.86806666666667
"3528","MKII-3.40",174.616,2.96326666666667
"3567","MKII-2.90",200,4.17406666666667
"3568","MKII-2.95",200,4.35293333333333
"3569","MKII-3.0",200,3.12226666666667
"3570","MKII-3.05",200,4.19886666666667
"3571","MKII-3.10",200,3.74853333333333
"3572","MKII-3.15",200,3.25790909090909
"3573","MKII-3.20",200,3.51773333333333
"3574","MKII-3.25",200,3.52866666666667
"3575","MKII-3.30",200,4.16113333333333
"3576","MKII-3.35",200,3.89973333333333
"3577","MKII-3.40",200,4.05293333333333
"3616","MKII-2.90",229.075,5.41873333333333
"3617","MKII-2.95",229.075,5.48273333333333
"3618","MKII-3.0",229.075,4.11206666666667
"3619","MKII-3.05",229.075,5.22046666666667
"3620","MKII-3.10",229.075,4.6314
"3621","MKII-3.15",229.075,4.27327272727273
"3622","MKII-3.20",229.075,4.50826666666667
"3623","MKII-3.25",229.075,4.7866
"3624","MKII-3.30",229.075,5.16393333333333
"3625","MKII-3.35",229.075,4.91346666666667
"3626","MKII-3.40",229.075,5.22606666666667
"3665","MKII-2.90",262.376,6.52993333333333
"3666","MKII-2.95",262.376,6.41326666666667
"3667","MKII-3.0",262.376,5.0192
"3668","MKII-3.05",262.376,6.05833333333333
"3669","MKII-3.10",262.376,5.37113333333333
"3670","MKII-3.15",262.376,5.209
"3671","MKII-3.20",262.376,5.40306666666667
"3672","MKII-3.25",262.376,5.988
"3673","MKII-3.30",262.376,5.98853333333333
"3674","MKII-3.35",262.376,5.69286666666667
"3675","MKII-3.40",262.376,6.26733333333333
"3714","MKII-2.90",300.518,7.32486666666667
"3715","MKII-2.95",300.518,6.9992
"3716","MKII-3.0",300.518,5.73673333333333
"3717","MKII-3.05",300.518,6.6262
"3718","MKII-3.10",300.518,5.8906
"3719","MKII-3.15",300.518,5.92836363636364
"3720","MKII-3.20",300.518,6.08413333333333
"3721","MKII-3.25",300.518,6.94933333333333
"3722","MKII-3.30",300.518,6.53453333333333
"3723","MKII-3.35",300.518,6.14653333333333
"3724","MKII-3.40",300.518,7.02406666666667
"3763","MKII-2.90",344.206,7.838
"3764","MKII-2.95",344.206,7.3128
"3765","MKII-3.0",344.206,6.31566666666667
"3766","MKII-3.05",344.206,7.00846666666667
"3767","MKII-3.10",344.206,6.28573333333333
"3768","MKII-3.15",344.206,6.48418181818182
"3769","MKII-3.20",344.206,6.60426666666667
"3770","MKII-3.25",344.206,7.66826666666667
"3771","MKII-3.30",344.206,6.87946666666667
"3772","MKII-3.35",344.206,6.3878
"3773","MKII-3.40",344.206,7.5316
"3812","MKII-2.90",394.244,8.15366666666667
"3813","MKII-2.95",394.244,7.44853333333333
"3814","MKII-3.0",394.244,6.81246666666667
"3815","MKII-3.05",394.244,7.28453333333333
"3816","MKII-3.10",394.244,6.6416
"3817","MKII-3.15",394.244,6.97127272727273
"3818","MKII-3.20",394.244,7.01493333333333
"3819","MKII-3.25",394.244,8.14186666666667
"3820","MKII-3.30",394.244,7.06826666666667
"3821","MKII-3.35",394.244,6.52786666666667
"3822","MKII-3.40",394.244,7.86953333333333
"3861","MKII-2.90",451.556,8.11873333333333
"3862","MKII-2.95",451.556,7.27786666666667
"3863","MKII-3.0",451.556,7.0804
"3864","MKII-3.05",451.556,7.2996
"3865","MKII-3.10",451.556,6.80666666666667
"3866","MKII-3.15",451.556,7.28718181818182
"3867","MKII-3.20",451.556,7.14333333333333
"3868","MKII-3.25",451.556,8.1694
"3869","MKII-3.30",451.556,6.94066666666667
"3870","MKII-3.35",451.556,6.49713333333333
"3871","MKII-3.40",451.556,7.88906666666667
"3910","MKII-2.90",517.2,7.53686666666667
"3911","MKII-2.95",517.2,6.69173333333333
"3912","MKII-3.0",517.2,6.97893333333333
"3913","MKII-3.05",517.2,6.91433333333333
"3914","MKII-3.10",517.2,6.60606666666667
"3915","MKII-3.15",517.2,7.26109090909091
"3916","MKII-3.20",517.2,6.83826666666667
"3917","MKII-3.25",517.2,7.60966666666667
"3918","MKII-3.30",517.2,6.38506666666667
"3919","MKII-3.35",517.2,6.21326666666667
"3920","MKII-3.40",517.2,7.40153333333333
"3959","MKII-2.90",592.387,6.6264
"3960","MKII-2.95",592.387,5.9836
"3961","MKII-3.0",592.387,6.731
"3962","MKII-3.05",592.387,6.35826666666667
"3963","MKII-3.10",592.387,6.21646666666667
"3964","MKII-3.15",592.387,6.99227272727273
"3965","MKII-3.20",592.387,6.35206666666667
"3966","MKII-3.25",592.387,6.764
"3967","MKII-3.30",592.387,5.67273333333333
"3968","MKII-3.35",592.387,5.87353333333333
"3969","MKII-3.40",592.387,6.62613333333333
"4008","MKII-2.90",678.504,5.53553333333333
"4009","MKII-2.95",678.504,5.303
"4010","MKII-3.0",678.504,6.4248
"4011","MKII-3.05",678.504,5.648
"4012","MKII-3.10",678.504,5.74033333333333
"4013","MKII-3.15",678.504,6.43718181818182
"4014","MKII-3.20",678.504,5.82666666666667
"4015","MKII-3.25",678.504,5.83626666666667
"4016","MKII-3.30",678.504,4.9248
"4017","MKII-3.35",678.504,5.53946666666667
"4018","MKII-3.40",678.504,5.7148
"4057","MKII-2.90",777.141,4.34326666666667
"4058","MKII-2.95",777.141,4.63513333333333
"4059","MKII-3.0",777.141,6.01673333333333
"4060","MKII-3.05",777.141,4.68813333333333
"4061","MKII-3.10",777.141,5.22873333333333
"4062","MKII-3.15",777.141,5.56136363636364
"4063","MKII-3.20",777.141,5.27953333333333
"4064","MKII-3.25",777.141,4.9086
"4065","MKII-3.30",777.141,4.17813333333333
"4066","MKII-3.35",777.141,5.212
"4067","MKII-3.40",777.141,4.76926666666667
"4106","MKII-2.90",890.116,3.26466666666667
"4107","MKII-2.95",890.116,3.9748
"4108","MKII-3.0",890.116,5.5664
"4109","MKII-3.05",890.116,3.67473333333333
"4110","MKII-3.10",890.116,4.76193333333333
"4111","MKII-3.15",890.116,4.67481818181818
"4112","MKII-3.20",890.116,4.82326666666667
"4113","MKII-3.25",890.116,4.14566666666667
"4114","MKII-3.30",890.116,3.5962
"4115","MKII-3.35",890.116,4.99406666666667
"4116","MKII-3.40",890.116,3.98606666666667
"4155","MKII-2.90",1019.515,2.3576
"4156","MKII-2.95",1019.515,3.14553333333333
"4157","MKII-3.0",1019.515,4.97613333333333
"4158","MKII-3.05",1019.515,2.80913333333333
"4159","MKII-3.10",1019.515,4.15886666666667
"4160","MKII-3.15",1019.515,3.951
"4161","MKII-3.20",1019.515,4.37746666666667
"4162","MKII-3.25",1019.515,3.53093333333333
"4163","MKII-3.30",1019.515,3.1782
"4164","MKII-3.35",1019.515,4.75873333333333
"4165","MKII-3.40",1019.515,3.33386666666667
"4204","MKII-2.90",1167.725,1.65166666666667
"4205","MKII-2.95",1167.725,2.21413333333333
"4206","MKII-3.0",1167.725,4.21553333333333
"4207","MKII-3.05",1167.725,2.17093333333333
"4208","MKII-3.10",1167.725,3.43986666666667
"4209","MKII-3.15",1167.725,3.36354545454545
"4210","MKII-3.20",1167.725,3.86106666666667
"4211","MKII-3.25",1167.725,3.03226666666667
"4212","MKII-3.30",1167.725,2.90573333333333
"4213","MKII-3.35",1167.725,4.319
"4214","MKII-3.40",1167.725,2.78193333333333
"4253","MKII-2.90",1337.481,1.0984
"4254","MKII-2.95",1337.481,1.38273333333333
"4255","MKII-3.0",1337.481,3.2996
"4256","MKII-3.05",1337.481,1.691
"4257","MKII-3.10",1337.481,2.75486666666667
"4258","MKII-3.15",1337.481,2.83018181818182
"4259","MKII-3.20",1337.481,3.10253333333333
"4260","MKII-3.25",1337.481,2.4848
"4261","MKII-3.30",1337.481,2.68466666666667
"4262","MKII-3.35",1337.481,3.55113333333333
"4263","MKII-3.40",1337.481,2.29013333333333
"4302","MKII-2.90",1531.914,0.6294
"4303","MKII-2.95",1531.914,0.796
"4304","MKII-3.0",1531.914,2.35366666666667
"4305","MKII-3.05",1531.914,1.35513333333333
"4306","MKII-3.10",1531.914,2.15006666666667
"4307","MKII-3.15",1531.914,2.40163636363636
"4308","MKII-3.20",1531.914,2.28686666666667
"4309","MKII-3.25",1531.914,2.0006
"4310","MKII-3.30",1531.914,2.402
"4311","MKII-3.35",1531.914,2.6252
"4312","MKII-3.40",1531.914,1.77606666666667
"4351","MKII-2.90",1754.613,0.279333333333333
"4352","MKII-2.95",1754.613,0.439933333333333
"4353","MKII-3.0",1754.613,1.46166666666667
"4354","MKII-3.05",1754.613,1.12666666666667
"4355","MKII-3.10",1754.613,1.5986
"4356","MKII-3.15",1754.613,1.90172727272727
"4357","MKII-3.20",1754.613,1.60566666666667
"4358","MKII-3.25",1754.613,1.52173333333333
"4359","MKII-3.30",1754.613,2.00313333333333
"4360","MKII-3.35",1754.613,1.85633333333333
"4361","MKII-3.40",1754.613,1.221
"4400","MKII-2.90",2009.687,0.165266666666667
"4401","MKII-2.95",2009.687,0.2378
"4402","MKII-3.0",2009.687,0.839666666666667
"4403","MKII-3.05",2009.687,0.952733333333333
"4404","MKII-3.10",2009.687,1.15046666666667
"4405","MKII-3.15",2009.687,1.439
"4406","MKII-3.20",2009.687,1.00233333333333
"4407","MKII-3.25",2009.687,1.07693333333333
"4408","MKII-3.30",2009.687,1.5936
"4409","MKII-3.35",2009.687,1.32226666666667
"4410","MKII-3.40",2009.687,0.801866666666667
"4449","MKII-2.90",2301.841,0.0402
"4450","MKII-2.95",2301.841,0.0852666666666667
"4451","MKII-3.0",2301.841,0.4596
"4452","MKII-3.05",2301.841,0.7962
"4453","MKII-3.10",2301.841,0.7668
"4454","MKII-3.15",2301.841,1.081
"4455","MKII-3.20",2301.841,0.636866666666667
"4456","MKII-3.25",2301.841,0.764533333333333
"4457","MKII-3.30",2301.841,1.21773333333333
"4458","MKII-3.35",2301.841,0.926466666666667
"4459","MKII-3.40",2301.841,0.465466666666667
"4498","MKII-2.90",2636.467,0.0223333333333333
"4499","MKII-2.95",2636.467,0.0204
"4500","MKII-3.0",2636.467,0.233066666666667
"4501","MKII-3.05",2636.467,0.617666666666667
"4502","MKII-3.10",2636.467,0.513466666666667
"4503","MKII-3.15",2636.467,0.721545454545454
"4504","MKII-3.20",2636.467,0.397133333333333
"4505","MKII-3.25",2636.467,0.5092
"4506","MKII-3.30",2636.467,0.8274
"4507","MKII-3.35",2636.467,0.620333333333333
"4508","MKII-3.40",2636.467,0.2306
"4547","MKII-2.90",3000,0
"4548","MKII-2.95",3000,0
"4549","MKII-3.0",3000,0.1216
"4550","MKII-3.05",3000,0.390733333333333
"4551","MKII-3.10",3000,0.199666666666667
"4552","MKII-3.15",3000,0.428818181818182
"4553","MKII-3.20",3000,0.170133333333333
"4554","MKII-3.25",3000,0.317266666666667
"4555","MKII-3.30",3000,0.5018
"4556","MKII-3.35",3000,0.379466666666667
"4557","MKII-3.40",3000,0.109666666666667
