"","sample.id","variable","value"
"1640596","MKII-3.30-1-5",0.226,0
"1641378","MKII-3.30-1-5",0.226,0
"1642160","MKII-3.30-1-5",0.226,0
"1642942","MKII-3.30-1-5",0.226,0
"1643724","MKII-3.30-1-5",0.226,0
"1644506","MKII-3.30-1-5",0.226,0
"1645288","MKII-3.30-1-5",0.226,0
"1646070","MKII-3.30-1-5",0.226,0
"1646852","MKII-3.30-1-5",0.226,0
"1647634","MKII-3.30-1-5",0.226,0
"1648416","MKII-3.30-1-5",0.226,0
"1649198","MKII-3.30-1-5",0.226,0
"1649980","MKII-3.30-1-5",0.226,0
"1650762","MKII-3.30-1-5",0.226,0
"1651544","MKII-3.30-1-5",0.226,0
"1652326","MKII-3.30-1-5",0.226,0
"1653108","MKII-3.30-1-5",0.226,0
"1653890","MKII-3.30-1-5",0.226,0
"1654672","MKII-3.30-1-5",0.226,0
"1655454","MKII-3.30-1-5",0.226,0
"1656236","MKII-3.30-1-5",0.226,0
"1657018","MKII-3.30-1-5",0.226,0
"1657800","MKII-3.30-1-5",0.226,0
"1658582","MKII-3.30-1-5",0.226,0
"1659364","MKII-3.30-1-5",0.226,0
"1660146","MKII-3.30-1-5",0.226,0
"1660928","MKII-3.30-1-5",0.226,0
"1661710","MKII-3.30-1-5",0.226,0
"1662492","MKII-3.30-1-5",0.226,0
"1663274","MKII-3.30-1-5",0.226,0
"1664056","MKII-3.30-1-5",0.226,0
"1664838","MKII-3.30-1-5",0.226,0
"1665620","MKII-3.30-1-5",0.226,0
"1666402","MKII-3.30-1-5",0.226,0
"1667184","MKII-3.30-1-5",0.226,0
"1667966","MKII-3.30-1-5",0.226,0
"1668748","MKII-3.30-1-5",0.226,0
"1669530","MKII-3.30-1-5",0.226,0
"1670312","MKII-3.30-1-5",0.226,0
"1671094","MKII-3.30-1-5",0.226,0
"1671876","MKII-3.30-1-5",0.226,0
"1672658","MKII-3.30-1-5",0.226,0
"1673440","MKII-3.30-1-5",0.259,0
"1674222","MKII-3.30-1-5",0.259,0
"1675004","MKII-3.30-1-5",0.259,0
"1675786","MKII-3.30-1-5",0.259,0
"1676568","MKII-3.30-1-5",0.259,0
"1677350","MKII-3.30-1-5",0.259,0
"1678132","MKII-3.30-1-5",0.259,0
"1678914","MKII-3.30-1-5",0.259,0
"1679696","MKII-3.30-1-5",0.259,0
"1680478","MKII-3.30-1-5",0.259,0
"1681260","MKII-3.30-1-5",0.259,0
"1682042","MKII-3.30-1-5",0.259,0
"1682824","MKII-3.30-1-5",0.259,0
"1683606","MKII-3.30-1-5",0.259,0
"1684388","MKII-3.30-1-5",0.259,0
"1685170","MKII-3.30-1-5",0.259,0
"1685952","MKII-3.30-1-5",0.259,0
"1686734","MKII-3.30-1-5",0.259,0
"1687516","MKII-3.30-1-5",0.259,0
"1688298","MKII-3.30-1-5",0.259,0
"1689080","MKII-3.30-1-5",0.259,0
"1689862","MKII-3.30-1-5",0.259,0
"1690644","MKII-3.30-1-5",0.259,0
"1691426","MKII-3.30-1-5",0.259,0
"1692208","MKII-3.30-1-5",0.259,0
"1692990","MKII-3.30-1-5",0.259,0
"1693772","MKII-3.30-1-5",0.259,0
"1694554","MKII-3.30-1-5",0.259,0
"1695336","MKII-3.30-1-5",0.259,0
"1696118","MKII-3.30-1-5",0.259,0
"1696900","MKII-3.30-1-5",0.259,0
"1697682","MKII-3.30-1-5",0.259,0
"1698464","MKII-3.30-1-5",0.259,0
"1699246","MKII-3.30-1-5",0.259,0
"1700028","MKII-3.30-1-5",0.259,0
"1700810","MKII-3.30-1-5",0.259,0
"1701592","MKII-3.30-1-5",0.259,0
"1702374","MKII-3.30-1-5",0.259,0
"1703156","MKII-3.30-1-5",0.259,0
"1703938","MKII-3.30-1-5",0.259,0
"1704720","MKII-3.30-1-5",0.259,0
"1705502","MKII-3.30-1-5",0.259,0
"1706284","MKII-3.30-1-5",0.259,0
"1707066","MKII-3.30-1-5",0.259,0
"1707848","MKII-3.30-1-5",0.259,0
"1708630","MKII-3.30-1-5",0.259,0
"1709412","MKII-3.30-1-5",0.259,0
"1710194","MKII-3.30-1-5",0.259,0
"1710976","MKII-3.30-1-5",0.259,0
"1711758","MKII-3.30-1-5",0.259,0
"1712540","MKII-3.30-1-5",0.259,0
"1713322","MKII-3.30-1-5",0.259,0
"1714104","MKII-3.30-1-5",0.259,0
"1714886","MKII-3.30-1-5",0.259,0
"1715668","MKII-3.30-1-5",0.259,0
"1716450","MKII-3.30-1-5",0.259,0
"1717232","MKII-3.30-1-5",0.259,0
"1718014","MKII-3.30-1-5",0.259,0
"1718796","MKII-3.30-1-5",0.259,0
"1719578","MKII-3.30-1-5",0.259,0
"1720360","MKII-3.30-1-5",0.259,0
"1721142","MKII-3.30-1-5",0.259,0
"1721924","MKII-3.30-1-5",0.259,0
"1722706","MKII-3.30-1-5",0.259,0
"1723488","MKII-3.30-1-5",0.259,0
"1724270","MKII-3.30-1-5",0.259,0
"1725052","MKII-3.30-1-5",0.259,0
"1725834","MKII-3.30-1-5",0.259,0
"1726616","MKII-3.30-1-5",0.259,0
"1727398","MKII-3.30-1-5",0.259,0
"1728180","MKII-3.30-1-5",0.259,0
"1728962","MKII-3.30-1-5",0.259,0
"1729744","MKII-3.30-1-5",0.259,0
"1730526","MKII-3.30-1-5",0.259,0
"1731308","MKII-3.30-1-5",0.259,0
"1732090","MKII-3.30-1-5",0.259,0
"1732872","MKII-3.30-1-5",0.259,0
"1733654","MKII-3.30-1-5",0.259,0
"1734436","MKII-3.30-1-5",0.259,0
"1735218","MKII-3.30-1-5",0.259,0
"1736000","MKII-3.30-1-5",0.259,0
"1736782","MKII-3.30-1-5",0.259,0
"1737564","MKII-3.30-1-5",0.259,0
"1738346","MKII-3.30-1-5",0.259,0
"1739128","MKII-3.30-1-5",0.259,0
"1739910","MKII-3.30-1-5",0.259,0
"1740692","MKII-3.30-1-5",0.259,0
"1741474","MKII-3.30-1-5",0.259,0
"1742256","MKII-3.30-1-5",0.259,0
"1743038","MKII-3.30-1-5",0.259,0
"1743820","MKII-3.30-1-5",0.259,0
"1744602","MKII-3.30-1-5",0.259,0
"1745384","MKII-3.30-1-5",0.259,0
"1746166","MKII-3.30-1-5",0.296,0
"1746948","MKII-3.30-1-5",0.296,0
"1747730","MKII-3.30-1-5",0.296,0
"1748512","MKII-3.30-1-5",0.296,0
"1749294","MKII-3.30-1-5",0.296,0
"1750076","MKII-3.30-1-5",0.296,0
"1750858","MKII-3.30-1-5",0.296,0
"1751640","MKII-3.30-1-5",0.296,0
"1752422","MKII-3.30-1-5",0.296,0
"1753204","MKII-3.30-1-5",0.296,0
"1753986","MKII-3.30-1-5",0.296,0
"1754768","MKII-3.30-1-5",0.296,0
"1755550","MKII-3.30-1-5",0.296,0
"1756332","MKII-3.30-1-5",0.296,0
"1757114","MKII-3.30-1-5",0.296,0
"1757896","MKII-3.30-1-5",0.296,0
"1758678","MKII-3.30-1-5",0.296,0
"1759460","MKII-3.30-1-5",0.296,0
"1760242","MKII-3.30-1-5",0.296,0
"1761024","MKII-3.30-1-5",0.296,0
"1761806","MKII-3.30-1-5",0.296,0
"1762588","MKII-3.30-1-5",0.296,0
"1763370","MKII-3.30-1-5",0.296,0
"1764152","MKII-3.30-1-5",0.296,0
"1764934","MKII-3.30-1-5",0.296,0
"1765716","MKII-3.30-1-5",0.296,0
"1766498","MKII-3.30-1-5",0.296,0
"1767280","MKII-3.30-1-5",0.296,0
"1768062","MKII-3.30-1-5",0.296,0
"1768844","MKII-3.30-1-5",0.296,0
"1769626","MKII-3.30-1-5",0.296,0
"1770408","MKII-3.30-1-5",0.296,0
"1771190","MKII-3.30-1-5",0.296,0
"1771972","MKII-3.30-1-5",0.296,0
"1772754","MKII-3.30-1-5",0.296,0
"1773536","MKII-3.30-1-5",0.296,0
"1774318","MKII-3.30-1-5",0.296,0
"1775100","MKII-3.30-1-5",0.296,0
"1775882","MKII-3.30-1-5",0.296,0
"1776664","MKII-3.30-1-5",0.296,0
"1777446","MKII-3.30-1-5",0.296,0
"1778228","MKII-3.30-1-5",0.296,0
"1779010","MKII-3.30-1-5",0.296,0
"1779792","MKII-3.30-1-5",0.296,0
"1780574","MKII-3.30-1-5",0.296,0
"1781356","MKII-3.30-1-5",0.296,0
"1782138","MKII-3.30-1-5",0.296,0
"1782920","MKII-3.30-1-5",0.296,0
"1783702","MKII-3.30-1-5",0.296,0
"1784484","MKII-3.30-1-5",0.296,0
"1785266","MKII-3.30-1-5",0.296,0
"1786048","MKII-3.30-1-5",0.296,0
"1786830","MKII-3.30-1-5",0.296,0
"1787612","MKII-3.30-1-5",0.296,0
"1788394","MKII-3.30-1-5",0.296,0
"1789176","MKII-3.30-1-5",0.296,0
"1789958","MKII-3.30-1-5",0.296,0
"1790740","MKII-3.30-1-5",0.296,0
"1791522","MKII-3.30-1-5",0.296,0
"1792304","MKII-3.30-1-5",0.296,0
"1793086","MKII-3.30-1-5",0.296,0
"1793868","MKII-3.30-1-5",0.296,0
"1794650","MKII-3.30-1-5",0.296,0
"1795432","MKII-3.30-1-5",0.296,0
"1796214","MKII-3.30-1-5",0.296,0
"1796996","MKII-3.30-1-5",0.296,0
"1797778","MKII-3.30-1-5",0.296,0
"1798560","MKII-3.30-1-5",0.296,0
"1799342","MKII-3.30-1-5",0.296,0
"1800124","MKII-3.30-1-5",0.296,0
"1800906","MKII-3.30-1-5",0.296,0
"1801688","MKII-3.30-1-5",0.296,0
"1802470","MKII-3.30-1-5",0.296,0
"1803252","MKII-3.30-1-5",0.296,0
"1804034","MKII-3.30-1-5",0.296,0
"1804816","MKII-3.30-1-5",0.296,0
"1805598","MKII-3.30-1-5",0.296,0
"1806380","MKII-3.30-1-5",0.296,0
"1807162","MKII-3.30-1-5",0.296,0
"1807944","MKII-3.30-1-5",0.296,0
"1808726","MKII-3.30-1-5",0.296,0
"1809508","MKII-3.30-1-5",0.296,0
"1810290","MKII-3.30-1-5",0.296,0
"1811072","MKII-3.30-1-5",0.296,0
"1811854","MKII-3.30-1-5",0.296,0
"1812636","MKII-3.30-1-5",0.296,0
"1813418","MKII-3.30-1-5",0.296,0
"1814200","MKII-3.30-1-5",0.296,0
"1814982","MKII-3.30-1-5",0.296,0
"1815764","MKII-3.30-1-5",0.296,0
"1816546","MKII-3.30-1-5",0.296,0
"1817328","MKII-3.30-1-5",0.296,0
"1818110","MKII-3.30-1-5",0.296,0
"1818892","MKII-3.30-1-5",0.339,0
"1819674","MKII-3.30-1-5",0.339,0
"1820456","MKII-3.30-1-5",0.339,0
"1821238","MKII-3.30-1-5",0.339,0
"1822020","MKII-3.30-1-5",0.339,0
"1822802","MKII-3.30-1-5",0.339,0
"1823584","MKII-3.30-1-5",0.339,0
"1824366","MKII-3.30-1-5",0.339,0
"1825148","MKII-3.30-1-5",0.339,0
"1825930","MKII-3.30-1-5",0.339,0
"1826712","MKII-3.30-1-5",0.339,0
"1827494","MKII-3.30-1-5",0.339,0
"1828276","MKII-3.30-1-5",0.339,0
"1829058","MKII-3.30-1-5",0.339,0
"1829840","MKII-3.30-1-5",0.339,0
"1830622","MKII-3.30-1-5",0.339,0
"1831404","MKII-3.30-1-5",0.339,0
"1832186","MKII-3.30-1-5",0.339,0
"1832968","MKII-3.30-1-5",0.339,0
"1833750","MKII-3.30-1-5",0.339,0
"1834532","MKII-3.30-1-5",0.339,0
"1835314","MKII-3.30-1-5",0.339,0
"1836096","MKII-3.30-1-5",0.339,0
"1836878","MKII-3.30-1-5",0.339,0
"1837660","MKII-3.30-1-5",0.339,0
"1838442","MKII-3.30-1-5",0.339,0
"1839224","MKII-3.30-1-5",0.339,0
"1840006","MKII-3.30-1-5",0.339,0
"1840788","MKII-3.30-1-5",0.339,0
"1841570","MKII-3.30-1-5",0.339,0
"1842352","MKII-3.30-1-5",0.339,0
"1843134","MKII-3.30-1-5",0.339,0
"1843916","MKII-3.30-1-5",0.339,0
"1844698","MKII-3.30-1-5",0.339,0
"1845480","MKII-3.30-1-5",0.339,0
"1846262","MKII-3.30-1-5",0.339,0
"1847044","MKII-3.30-1-5",0.339,0
"1847826","MKII-3.30-1-5",0.339,0
"1848608","MKII-3.30-1-5",0.339,0
"1849390","MKII-3.30-1-5",0.339,0
"1850172","MKII-3.30-1-5",0.339,0
"1850954","MKII-3.30-1-5",0.339,0
"1851736","MKII-3.30-1-5",0.339,0
"1852518","MKII-3.30-1-5",0.339,0
"1853300","MKII-3.30-1-5",0.339,0
"1854082","MKII-3.30-1-5",0.339,0
"1854864","MKII-3.30-1-5",0.339,0
"1855646","MKII-3.30-1-5",0.339,0
"1856428","MKII-3.30-1-5",0.339,0
"1857210","MKII-3.30-1-5",0.339,0
"1857992","MKII-3.30-1-5",0.339,0
"1858774","MKII-3.30-1-5",0.339,0
"1859556","MKII-3.30-1-5",0.339,0
"1860338","MKII-3.30-1-5",0.339,0
"1861120","MKII-3.30-1-5",0.339,0
"1861902","MKII-3.30-1-5",0.339,0
"1862684","MKII-3.30-1-5",0.339,0
"1863466","MKII-3.30-1-5",0.339,0
"1864248","MKII-3.30-1-5",0.339,0
"1865030","MKII-3.30-1-5",0.339,0
"1865812","MKII-3.30-1-5",0.339,0
"1866594","MKII-3.30-1-5",0.339,0
"1867376","MKII-3.30-1-5",0.339,0
"1868158","MKII-3.30-1-5",0.339,0
"1868940","MKII-3.30-1-5",0.339,0
"1869722","MKII-3.30-1-5",0.339,0
"1870504","MKII-3.30-1-5",0.339,0
"1871286","MKII-3.30-1-5",0.339,0
"1872068","MKII-3.30-1-5",0.339,0
"1872850","MKII-3.30-1-5",0.339,0
"1873632","MKII-3.30-1-5",0.339,0
"1874414","MKII-3.30-1-5",0.339,0
"1875196","MKII-3.30-1-5",0.339,0
"1875978","MKII-3.30-1-5",0.339,0
"1876760","MKII-3.30-1-5",0.339,0
"1877542","MKII-3.30-1-5",0.339,0
"1878324","MKII-3.30-1-5",0.339,0
"1879106","MKII-3.30-1-5",0.339,0
"1879888","MKII-3.30-1-5",0.339,0
"1880670","MKII-3.30-1-5",0.339,0
"1881452","MKII-3.30-1-5",0.339,0
"1882234","MKII-3.30-1-5",0.339,0
"1883016","MKII-3.30-1-5",0.339,0
"1883798","MKII-3.30-1-5",0.339,0
"1884580","MKII-3.30-1-5",0.339,0
"1885362","MKII-3.30-1-5",0.339,0
"1886144","MKII-3.30-1-5",0.339,0
"1886926","MKII-3.30-1-5",0.339,0
"1887708","MKII-3.30-1-5",0.339,0
"1888490","MKII-3.30-1-5",0.339,0
"1889272","MKII-3.30-1-5",0.339,0
"1890054","MKII-3.30-1-5",0.339,0
"1890836","MKII-3.30-1-5",0.339,0
"1891618","MKII-3.30-1-5",0.389,0
"1892400","MKII-3.30-1-5",0.389,0
"1893182","MKII-3.30-1-5",0.389,0
"1893964","MKII-3.30-1-5",0.389,0
"1894746","MKII-3.30-1-5",0.389,0
"1895528","MKII-3.30-1-5",0.389,0
"1896310","MKII-3.30-1-5",0.389,0
"1897092","MKII-3.30-1-5",0.389,0
"1897874","MKII-3.30-1-5",0.389,0
"1898656","MKII-3.30-1-5",0.389,0
"1899438","MKII-3.30-1-5",0.389,0
"1900220","MKII-3.30-1-5",0.389,0
"1901002","MKII-3.30-1-5",0.389,0
"1901784","MKII-3.30-1-5",0.389,0
"1902566","MKII-3.30-1-5",0.389,0
"1903348","MKII-3.30-1-5",0.389,0
"1904130","MKII-3.30-1-5",0.389,0
"1904912","MKII-3.30-1-5",0.389,0
"1905694","MKII-3.30-1-5",0.389,0
"1906476","MKII-3.30-1-5",0.389,0
"1907258","MKII-3.30-1-5",0.389,0
"1908040","MKII-3.30-1-5",0.389,0
"1908822","MKII-3.30-1-5",0.389,0
"1909604","MKII-3.30-1-5",0.389,0
"1910386","MKII-3.30-1-5",0.389,0
"1911168","MKII-3.30-1-5",0.389,0
"1911950","MKII-3.30-1-5",0.389,0
"1912732","MKII-3.30-1-5",0.389,0
"1913514","MKII-3.30-1-5",0.389,0
"1914296","MKII-3.30-1-5",0.389,0
"1915078","MKII-3.30-1-5",0.389,0
"1915860","MKII-3.30-1-5",0.389,0
"1916642","MKII-3.30-1-5",0.389,0
"1917424","MKII-3.30-1-5",0.389,0
"1918206","MKII-3.30-1-5",0.389,0
"1918988","MKII-3.30-1-5",0.389,0
"1919770","MKII-3.30-1-5",0.389,0
"1920552","MKII-3.30-1-5",0.389,0
"1921334","MKII-3.30-1-5",0.389,0
"1922116","MKII-3.30-1-5",0.389,0
"1922898","MKII-3.30-1-5",0.389,0
"1923680","MKII-3.30-1-5",0.389,0
"1924462","MKII-3.30-1-5",0.389,0
"1925244","MKII-3.30-1-5",0.389,0
"1926026","MKII-3.30-1-5",0.389,0
"1926808","MKII-3.30-1-5",0.389,0
"1927590","MKII-3.30-1-5",0.389,0
"1928372","MKII-3.30-1-5",0.389,0
"1929154","MKII-3.30-1-5",0.389,0
"1929936","MKII-3.30-1-5",0.389,0
"1930718","MKII-3.30-1-5",0.389,0
"1931500","MKII-3.30-1-5",0.389,0
"1932282","MKII-3.30-1-5",0.389,0
"1933064","MKII-3.30-1-5",0.389,0
"1933846","MKII-3.30-1-5",0.389,0
"1934628","MKII-3.30-1-5",0.389,0
"1935410","MKII-3.30-1-5",0.389,0
"1936192","MKII-3.30-1-5",0.389,0
"1936974","MKII-3.30-1-5",0.389,0
"1937756","MKII-3.30-1-5",0.389,0
"1938538","MKII-3.30-1-5",0.389,0
"1939320","MKII-3.30-1-5",0.389,0
"1940102","MKII-3.30-1-5",0.389,0
"1940884","MKII-3.30-1-5",0.389,0
"1941666","MKII-3.30-1-5",0.389,0
"1942448","MKII-3.30-1-5",0.389,0
"1943230","MKII-3.30-1-5",0.389,0
"1944012","MKII-3.30-1-5",0.389,0
"1944794","MKII-3.30-1-5",0.389,0
"1945576","MKII-3.30-1-5",0.389,0
"1946358","MKII-3.30-1-5",0.389,0
"1947140","MKII-3.30-1-5",0.389,0
"1947922","MKII-3.30-1-5",0.389,0
"1948704","MKII-3.30-1-5",0.389,0
"1949486","MKII-3.30-1-5",0.389,0
"1950268","MKII-3.30-1-5",0.389,0
"1951050","MKII-3.30-1-5",0.389,0
"1951832","MKII-3.30-1-5",0.389,0
"1952614","MKII-3.30-1-5",0.389,0
"1953396","MKII-3.30-1-5",0.389,0
"1954178","MKII-3.30-1-5",0.389,0
"1954960","MKII-3.30-1-5",0.389,0
"1955742","MKII-3.30-1-5",0.389,0
"1956524","MKII-3.30-1-5",0.389,0
"1957306","MKII-3.30-1-5",0.389,0
"1958088","MKII-3.30-1-5",0.389,0
"1958870","MKII-3.30-1-5",0.389,0
"1959652","MKII-3.30-1-5",0.389,0
"1960434","MKII-3.30-1-5",0.389,0
"1961216","MKII-3.30-1-5",0.389,0
"1961998","MKII-3.30-1-5",0.389,0
"1962780","MKII-3.30-1-5",0.389,0
"1963562","MKII-3.30-1-5",0.389,0
"1964344","MKII-3.30-1-5",0.445,0
"1965126","MKII-3.30-1-5",0.445,0
"1965908","MKII-3.30-1-5",0.445,0
"1966690","MKII-3.30-1-5",0.445,0
"1967472","MKII-3.30-1-5",0.445,0
"1968254","MKII-3.30-1-5",0.445,0
"1969036","MKII-3.30-1-5",0.445,0
"1969818","MKII-3.30-1-5",0.445,0
"1970600","MKII-3.30-1-5",0.445,0
"1971382","MKII-3.30-1-5",0.445,0
"1972164","MKII-3.30-1-5",0.445,0
"1972946","MKII-3.30-1-5",0.445,0
"1973728","MKII-3.30-1-5",0.445,0
"1974510","MKII-3.30-1-5",0.445,0
"1975292","MKII-3.30-1-5",0.445,0
"1976074","MKII-3.30-1-5",0.445,0
"1976856","MKII-3.30-1-5",0.445,0
"1977638","MKII-3.30-1-5",0.445,0
"1978420","MKII-3.30-1-5",0.445,0
"1979202","MKII-3.30-1-5",0.445,0
"1979984","MKII-3.30-1-5",0.445,0
"1980766","MKII-3.30-1-5",0.445,0
"1981548","MKII-3.30-1-5",0.445,0
"1982330","MKII-3.30-1-5",0.445,0
"1983112","MKII-3.30-1-5",0.445,0
"1983894","MKII-3.30-1-5",0.445,0
"1984676","MKII-3.30-1-5",0.445,0
"1985458","MKII-3.30-1-5",0.445,0
"1986240","MKII-3.30-1-5",0.445,0
"1987022","MKII-3.30-1-5",0.445,0
"1987804","MKII-3.30-1-5",0.445,0
"1988586","MKII-3.30-1-5",0.445,0
"1989368","MKII-3.30-1-5",0.445,0
"1990150","MKII-3.30-1-5",0.445,0
"1990932","MKII-3.30-1-5",0.445,0
"1991714","MKII-3.30-1-5",0.445,0
"1992496","MKII-3.30-1-5",0.445,0
"1993278","MKII-3.30-1-5",0.445,0
"1994060","MKII-3.30-1-5",0.445,0
"1994842","MKII-3.30-1-5",0.445,0
"1995624","MKII-3.30-1-5",0.445,0
"1996406","MKII-3.30-1-5",0.445,0
"1997188","MKII-3.30-1-5",0.445,0
"1997970","MKII-3.30-1-5",0.445,0
"1998752","MKII-3.30-1-5",0.445,0
"1999534","MKII-3.30-1-5",0.445,0
"2000316","MKII-3.30-1-5",0.445,0
"2001098","MKII-3.30-1-5",0.445,0
"2001880","MKII-3.30-1-5",0.445,0
"2002662","MKII-3.30-1-5",0.445,0
"2003444","MKII-3.30-1-5",0.445,0
"2004226","MKII-3.30-1-5",0.445,0
"2005008","MKII-3.30-1-5",0.445,0
"2005790","MKII-3.30-1-5",0.445,0
"2006572","MKII-3.30-1-5",0.445,0
"2007354","MKII-3.30-1-5",0.445,0
"2008136","MKII-3.30-1-5",0.445,0
"2008918","MKII-3.30-1-5",0.445,0
"2009700","MKII-3.30-1-5",0.445,0
"2010482","MKII-3.30-1-5",0.445,0
"2011264","MKII-3.30-1-5",0.445,0
"2012046","MKII-3.30-1-5",0.445,0
"2012828","MKII-3.30-1-5",0.445,0
"2013610","MKII-3.30-1-5",0.445,0
"2014392","MKII-3.30-1-5",0.445,0
"2015174","MKII-3.30-1-5",0.445,0
"2015956","MKII-3.30-1-5",0.445,0
"2016738","MKII-3.30-1-5",0.445,0
"2017520","MKII-3.30-1-5",0.445,0
"2018302","MKII-3.30-1-5",0.445,0
"2019084","MKII-3.30-1-5",0.445,0
"2019866","MKII-3.30-1-5",0.445,0
"2020648","MKII-3.30-1-5",0.445,0
"2021430","MKII-3.30-1-5",0.445,0
"2022212","MKII-3.30-1-5",0.445,0
"2022994","MKII-3.30-1-5",0.445,0
"2023776","MKII-3.30-1-5",0.445,0
"2024558","MKII-3.30-1-5",0.445,0
"2025340","MKII-3.30-1-5",0.445,0
"2026122","MKII-3.30-1-5",0.445,0
"2026904","MKII-3.30-1-5",0.445,0
"2027686","MKII-3.30-1-5",0.445,0
"2028468","MKII-3.30-1-5",0.445,0
"2029250","MKII-3.30-1-5",0.445,0
"2030032","MKII-3.30-1-5",0.445,0
"2030814","MKII-3.30-1-5",0.445,0
"2031596","MKII-3.30-1-5",0.445,0
"2032378","MKII-3.30-1-5",0.445,0
"2033160","MKII-3.30-1-5",0.445,0
"2033942","MKII-3.30-1-5",0.445,0
"2034724","MKII-3.30-1-5",0.445,0
"2035506","MKII-3.30-1-5",0.445,0
"2036288","MKII-3.30-1-5",0.445,0
"2037070","MKII-3.30-1-5",0.51,0
"2037852","MKII-3.30-1-5",0.51,0
"2038634","MKII-3.30-1-5",0.51,0
"2039416","MKII-3.30-1-5",0.51,0
"2040198","MKII-3.30-1-5",0.51,0
"2040980","MKII-3.30-1-5",0.51,0
"2041762","MKII-3.30-1-5",0.51,0
"2042544","MKII-3.30-1-5",0.51,0
"2043326","MKII-3.30-1-5",0.51,0
"2044108","MKII-3.30-1-5",0.51,0
"2044890","MKII-3.30-1-5",0.51,0
"2045672","MKII-3.30-1-5",0.51,0
"2046454","MKII-3.30-1-5",0.51,0
"2047236","MKII-3.30-1-5",0.51,0
"2048018","MKII-3.30-1-5",0.51,0
"2048800","MKII-3.30-1-5",0.51,0
"2049582","MKII-3.30-1-5",0.51,0
"2050364","MKII-3.30-1-5",0.51,0
"2051146","MKII-3.30-1-5",0.51,0
"2051928","MKII-3.30-1-5",0.51,0
"2052710","MKII-3.30-1-5",0.51,0
"2053492","MKII-3.30-1-5",0.51,0
"2054274","MKII-3.30-1-5",0.51,0
"2055056","MKII-3.30-1-5",0.51,0
"2055838","MKII-3.30-1-5",0.51,0
"2056620","MKII-3.30-1-5",0.51,0
"2057402","MKII-3.30-1-5",0.51,0
"2058184","MKII-3.30-1-5",0.51,0
"2058966","MKII-3.30-1-5",0.51,0
"2059748","MKII-3.30-1-5",0.51,0
"2060530","MKII-3.30-1-5",0.51,0
"2061312","MKII-3.30-1-5",0.51,0
"2062094","MKII-3.30-1-5",0.51,0
"2062876","MKII-3.30-1-5",0.51,0
"2063658","MKII-3.30-1-5",0.51,0
"2064440","MKII-3.30-1-5",0.51,0
"2065222","MKII-3.30-1-5",0.51,0
"2066004","MKII-3.30-1-5",0.51,0
"2066786","MKII-3.30-1-5",0.51,0
"2067568","MKII-3.30-1-5",0.51,0
"2068350","MKII-3.30-1-5",0.51,0
"2069132","MKII-3.30-1-5",0.51,0
"2069914","MKII-3.30-1-5",0.51,0
"2070696","MKII-3.30-1-5",0.51,0
"2071478","MKII-3.30-1-5",0.51,0
"2072260","MKII-3.30-1-5",0.51,0
"2073042","MKII-3.30-1-5",0.51,0
"2073824","MKII-3.30-1-5",0.51,0
"2074606","MKII-3.30-1-5",0.51,0
"2075388","MKII-3.30-1-5",0.51,0
"2076170","MKII-3.30-1-5",0.51,0
"2076952","MKII-3.30-1-5",0.51,0
"2077734","MKII-3.30-1-5",0.51,0
"2078516","MKII-3.30-1-5",0.51,0
"2079298","MKII-3.30-1-5",0.51,0
"2080080","MKII-3.30-1-5",0.51,0
"2080862","MKII-3.30-1-5",0.51,0
"2081644","MKII-3.30-1-5",0.51,0
"2082426","MKII-3.30-1-5",0.51,0
"2083208","MKII-3.30-1-5",0.51,0
"2083990","MKII-3.30-1-5",0.51,0
"2084772","MKII-3.30-1-5",0.51,0
"2085554","MKII-3.30-1-5",0.51,0
"2086336","MKII-3.30-1-5",0.51,0
"2087118","MKII-3.30-1-5",0.51,0
"2087900","MKII-3.30-1-5",0.51,0
"2088682","MKII-3.30-1-5",0.51,0
"2089464","MKII-3.30-1-5",0.51,0
"2090246","MKII-3.30-1-5",0.51,0
"2091028","MKII-3.30-1-5",0.51,0
"2091810","MKII-3.30-1-5",0.51,0
"2092592","MKII-3.30-1-5",0.51,0
"2093374","MKII-3.30-1-5",0.51,0
"2094156","MKII-3.30-1-5",0.51,0
"2094938","MKII-3.30-1-5",0.51,0
"2095720","MKII-3.30-1-5",0.51,0
"2096502","MKII-3.30-1-5",0.51,0
"2097284","MKII-3.30-1-5",0.51,0
"2098066","MKII-3.30-1-5",0.51,0
"2098848","MKII-3.30-1-5",0.51,0
"2099630","MKII-3.30-1-5",0.51,0
"2100412","MKII-3.30-1-5",0.51,0
"2101194","MKII-3.30-1-5",0.51,0
"2101976","MKII-3.30-1-5",0.51,0
"2102758","MKII-3.30-1-5",0.51,0
"2103540","MKII-3.30-1-5",0.51,0
"2104322","MKII-3.30-1-5",0.51,0
"2105104","MKII-3.30-1-5",0.51,0
"2105886","MKII-3.30-1-5",0.51,0
"2106668","MKII-3.30-1-5",0.51,0
"2107450","MKII-3.30-1-5",0.51,0
"2108232","MKII-3.30-1-5",0.51,0
"2109014","MKII-3.30-1-5",0.51,0
"2109796","MKII-3.30-1-5",0.584,0
"2110578","MKII-3.30-1-5",0.584,0
"2111360","MKII-3.30-1-5",0.584,0
"2112142","MKII-3.30-1-5",0.584,0
"2112924","MKII-3.30-1-5",0.584,0
"2113706","MKII-3.30-1-5",0.584,0
"2114488","MKII-3.30-1-5",0.584,0
"2115270","MKII-3.30-1-5",0.584,0
